9.702797208309174026e-01,8.487999999999999989e-01
9.973086010932922241e-01,8.518000000000000016e-01
9.987991259336471694e-01,8.484000000000000430e-01
9.461894031524658022e-01,8.538999999999999924e-01
9.942547319173813403e-01,8.476000000000000201e-01
1.003580468702316209e+00,8.457999999999999963e-01
1.005268210601806711e+00,8.518000000000000016e-01
9.418836670398712529e-01,8.587000000000000188e-01
1.026070795130729740e+00,8.493000000000000549e-01
9.700627851724624717e-01,8.515000000000000346e-01
1.012477154397964485e+00,8.461999999999999522e-01
9.759635553836822908e-01,8.504000000000000448e-01
9.828066615104675829e-01,8.504000000000000448e-01
9.925647958278656091e-01,8.508999999999999897e-01
9.621384882211685419e-01,8.538999999999999924e-01
1.016405355691909707e+00,8.477999999999999980e-01
9.896412058591842476e-01,8.498999999999999888e-01
9.889008635997772467e-01,8.502999999999999448e-01
9.822975631713867228e-01,8.506000000000000227e-01
9.802263514518737564e-01,8.526000000000000245e-01
1.021798534083366405e+00,8.445000000000000284e-01
9.950498057365417814e-01,8.487999999999999989e-01
1.001391979503631680e+00,8.538000000000000034e-01
1.015272462368011386e+00,8.464000000000000412e-01
9.842755129098892386e-01,8.460999999999999632e-01
1.020680364370346149e+00,8.456000000000000183e-01
9.811130861043929619e-01,8.496000000000000218e-01
9.715548275947570867e-01,8.499999999999999778e-01
1.005658123731613118e+00,8.440999999999999615e-01
9.755379992246627774e-01,8.508999999999999897e-01
9.727050598859786623e-01,8.542999999999999483e-01
9.973753561019897962e-01,8.514000000000000457e-01
1.010350199317932018e+00,8.481999999999999540e-01
9.714306845903396548e-01,8.544000000000000483e-01
9.904428508758544858e-01,8.518999999999999906e-01
9.877123233795166435e-01,8.484000000000000430e-01
1.026884313297271811e+00,8.413000000000000478e-01
9.923640336513519511e-01,8.514000000000000457e-01
9.939977697610855589e-01,8.491999999999999549e-01
9.878792899608611622e-01,8.508000000000000007e-01
9.997527305006981280e-01,8.506000000000000227e-01
1.023354698991775447e+00,8.484000000000000430e-01
9.965512185573578430e-01,8.508000000000000007e-01
9.924717409372330046e-01,8.501999999999999558e-01
9.675909247875214003e-01,8.499999999999999778e-01
9.756715213298797762e-01,8.535000000000000364e-01
9.859063653469085642e-01,8.498999999999999888e-01
1.005945036792755154e+00,8.518999999999999906e-01
9.693304372310638239e-01,8.491999999999999549e-01
9.475632814645766899e-01,8.528000000000000025e-01
