9.812786561012267761e-01,8.488999999999999879e-01
1.000478653764724779e+00,8.488999999999999879e-01
9.940685655593871628e-01,8.485000000000000320e-01
9.585175977706908990e-01,8.562999999999999501e-01
1.019332306909561225e+00,8.461999999999999522e-01
1.056184459972381529e+00,8.445000000000000284e-01
9.868264009237289747e-01,8.510999999999999677e-01
9.394189664840698617e-01,8.558999999999999941e-01
9.893008110046386250e-01,8.509999999999999787e-01
9.813315150022506872e-01,8.511999999999999567e-01
1.026282790803909384e+00,8.457999999999999963e-01
9.571204502105712386e-01,8.515000000000000346e-01
9.961998898506164712e-01,8.481999999999999540e-01
1.012279881978034979e+00,8.474000000000000421e-01
9.884492957353592235e-01,8.528000000000000025e-01
9.368842002391815083e-01,8.566000000000000281e-01
9.800938228130340324e-01,8.550999999999999712e-01
1.000060170316696251e+00,8.506000000000000227e-01
1.001860857582092201e+00,8.480999999999999650e-01
1.012398817610740576e+00,8.527000000000000135e-01
1.000366151547432025e+00,8.501999999999999558e-01
9.975620821475982281e-01,8.511999999999999567e-01
1.009932083225250299e+00,8.514000000000000457e-01
1.061296672391891516e+00,8.427000000000000046e-01
1.013496033382415673e+00,8.479999999999999760e-01
9.686405039310455045e-01,8.547000000000000153e-01
9.981733651399612439e-01,8.538000000000000034e-01
9.476517812967300003e-01,8.560999999999999721e-01
9.906334919929504768e-01,8.493000000000000549e-01
1.019285350131988510e+00,8.469999999999999751e-01
9.805069126129150048e-01,8.531999999999999584e-01
9.634863902568817640e-01,8.529999999999999805e-01
9.754516704559326179e-01,8.521999999999999575e-01
1.009045115208625720e+00,8.502999999999999448e-01
9.995770135402679557e-01,8.463000000000000522e-01
9.984727416992187354e-01,8.465000000000000302e-01
9.736533852100371922e-01,8.536000000000000254e-01
9.836799682855605909e-01,8.546000000000000263e-01
1.026347792911529444e+00,8.457000000000000073e-01
1.005200539612770116e+00,8.478999999999999870e-01
1.017555719232559275e+00,8.505000000000000338e-01
9.929928064346313921e-01,8.443000000000000504e-01
9.846962960243225149e-01,8.501999999999999558e-01
9.850927078247070368e-01,8.504000000000000448e-01
1.029578215026855537e+00,8.494000000000000439e-01
9.469984061002730824e-01,8.519999999999999796e-01
9.743426747322082582e-01,8.530999999999999694e-01
9.526422091722488439e-01,8.547000000000000153e-01
9.786009003162383646e-01,8.519999999999999796e-01
9.742118681907653288e-01,8.522999999999999465e-01
